Codice;Ubicazione;Area di Competenza;DescrizioneVia;Civico;CodiceVia;insegna;settore_merceologico;settore_storico_cf_n;settore_storico_cf_preval;settore_storico_cf_s;superficie_totale;superficie_vendita;MUNICIPIO;LONGIT;LATIT;Location
C-EV/46136;Via SOLARI ANDREA N. 5| isolato:026| accesso: accesso esterno| (z.d. 6);VENDITA - In sede fissa;Via SOLARI ANDREA;5;5111;euromics galimberti;non alimentare;(con l'esclusione dei prodotti per i quali è previsto per legge uno specifico diploma)  attivita' prevalente elettrodomestici radio tv ;radio tv, elettrodom,app.radio;settore non alimentare;1157;1157;6;9.1679681767;45.4567265918;45.4567265918, 9.1679681767
C-EV/25994;Via PADOVA num.022| isolato:353| accesso: accesso esterno| (z.d. 2);VENDITA - In sede fissa;Via PADOVA;;2275;pam;Alimentare|non alimentare;supermercato  ;supermercato alimentare;settore alimentare/non aliment;1947;1159;;;;
C-EV/48172;Via AREZZO N. 7 num.007/1| accesso: accesso esterno| (z.d. 9);VENDITA - In sede fissa;Via AREZZO;7;1444;dico;Alimentare|Non Alimentare;(con l'esclusione dei prodotti per i quali e' previsto per legge uno specifico diploma)  attivita' prevalente:supermercato ;supermercato alimentare;settore alimentare/non aliment;2078;1160;9;9.2050827234;45.5262442769;45.5262442769, 9.2050827234
EV/114452;GALLERIA CASTELLI FERRIERI ANNA 6n07/6n03/4n09/4n06 (z.d. 8);VENDITA - In sede fissa;GALLERIA CASTELLI FERRIERI ANNA;;6077;;Alimentare|Non Alimentare;;;;2396;1162;;;;
C-EV/42869;Via BOVISASCA int.centro commerciale num.173| accesso: accesso interno| (z.d. 9);VENDITA - In sede fissa;Via BOVISASCA;;1460;conad;alimentare|non alimentare;(con l'esclusione dei prodotti per i quali e' previsto per legge uno specifico diploma)  attivita' prevalente: vendita al minuto di generi alimentari ;supermercato alimentare;settore alimentare/non aliment;1166;1166;;;;
EV/114740;CORSO VITTORIO EMANUELE II N. 24 Int. 26 (z.d. 1);VENDITA - In sede fissa;CORSO VITTORIO EMANUELE II;24;214;;Non Alimentare;;;;1640;1168;1;9.19543360178;45.465341227;45.465341227, 9.19543360178
EV/114435;PIAZZA TRE TORRI snc (z.d. 8);VENDITA - In sede fissa;PIAZZA TRE TORRI;;6934;;Non Alimentare;;;;1443;1172;;;;
EV/103423;Via MONTE NAPOLEONE N. 12 (z.d. 1);VENDITA - In sede fissa;Via MONTE NAPOLEONE;12;219;;Non Alimentare;;;;1766;1179;1;9.1950186067;45.46850189;45.46850189, 9.1950186067
EV/116473;VIA LITTA MODIGNANI ALESSANDRO;VENDITA - In sede fissa;VIA LITTA MODIGNANI ALESSANDRO;;1539;;Non Alimentare|Alimentare;;;;1601;1181;;;;
C-EV/61836;Via VALASSINA N. 12| isolato:073| accesso: accesso esterno| (z.d. 9);VENDITA - In sede fissa;Via VALASSINA;12;1314;lidl supermarket;Alimentare|Non Alimentare;(con l'esclusione dei prodotti per i quali e' previsto uno specifico diploma) attivita' prevalente: supermercato ;supermercato alimentare;settore alimentare/non aliment;1535;1187;9;9.18753587302;45.4991098127;45.4991098127, 9.18753587302
C-EV/34552-1;Corso BUENOS AIRES num.033/35| isolato:059| accesso: accesso esterno| (z.d. 3);VENDITA - In sede fissa;Corso BUENOS AIRES;;2129;ricordi medi store;non alimentare;;dischi;xiv sub 3|xii sub 3;1743;1190;;;;
C-EV/62199;Corso BUENOS AIRES num.033/35| isolato:059| accesso: accesso esterno| (z.d. 3);VENDITA - In sede fissa;Corso BUENOS AIRES;;2129;ricordi medi store;non alimentare;(con l'esclusione dei prodotti per i quali e' previsto uno specifico diploma) attivita' prevalente: libri e dischi ;libreria;settore non alimentare;1743;1190;;;;
EV/108392;Via FOSCOLO UGO N. 3 (z.d. 1);VENDITA - In sede fissa;Via FOSCOLO UGO;3;205;;Alimentare|Non Alimentare|Tabella speciale Monopolio;;;;1676;1190;1;9.19067041517;45.4653475084;45.4653475084, 9.19067041517
C-EV/22981;Viale CASSALA N. 22| isolato:154| accesso: accesso esterno| (z.d. 6);VENDITA - In sede fissa;Viale CASSALA;22;5275;esselunga;alimentare|non alimentare;;supermercato alimentare;settore alimentare/non aliment;1191;1191;6;9.16356793105;45.4443041302;45.4443041302, 9.16356793105
C-EV/25993;VIA INGANNI ANGELO num.085/89| isolato:048| accesso: accesso esterno| (z.d. 6);VENDITA - In sede fissa;VIA INGANNI ANGELO;;703;pam;alimentare|non alimentare;supermercato  ;supermercato alimentare;settore alimentare/non aliment;2040;1200;;;;
C-EV/51460;Via PITAGORA N. 7| isolato:015| accesso: accesso esterno| (z.d. 2);VENDITA - In sede fissa;Via PITAGORA;7;2405;brico io;non alimentare;(con l'esclusione dei prodotti per i quali e' previsto per legge uno specifico diploma)  ;bricolage;settore non alimentare;1200;1200;2;9.22780511791;45.5203066323;45.5203066323, 9.22780511791
C-EV/46021;Via MARCO BRUTO num.016/18| isolato:055| accesso: accesso esterno| (z.d. 4);VENDITA - In sede fissa;Via MARCO BRUTO;;3322;betta e cereda srl;non alimentare;(con l'esclusione dei prodotti per i quali e' previsto uno specifico diploma) attivita' prevalente: fiori freschi, piante in vaso, bulbi, sementi, articoli da giardinaggio e affini;fiori e piante;settore non alimentare;2700;1200;;;;
C-EV/56277;Corso BUENOS AIRES N. 54| isolato:045| accesso: accesso esterno| (z.d. 3);VENDITA - In sede fissa;Corso BUENOS AIRES;54;2129;;non alimentare;(con l'esclusione dei prodotti per i quali e' previsto per legge uno specifico diploma)  attivita' prevalente: commercio di generi di abbigliamento e relativi accessori  ;abbigliamento;settore non alimentare;1909;1200;3;9.21196301483;45.4812031394;45.4812031394, 9.21196301483
C-EV/22658;Via PASTORELLI GIOVANNI N. 19| isolato:061| accesso: accesso esterno| (z.d. 6);VENDITA - In sede fissa;Via PASTORELLI GIOVANNI;19;5274;euroarredi;non alimentare;generi non alimentari ;mobili;settore non alimentare;1215;1200;6;9.16046501442;45.4462826795;45.4462826795, 9.16046501442
C-EV/23001;Via ORNATO LUIGI N. 28| isolato:070| accesso: accesso esterno| (z.d. 9);VENDITA - In sede fissa;Via ORNATO LUIGI;28;1591;coop;alimentare|non alimentare;(con l'esclusione dei prodotti per i quali e' previsto per legge uno specifico diploma)  attivita' prevalente:supermercato ;supermercato alimentare;settore alimentare/non aliment;1200;1200;9;9.19108968976;45.5167122826;45.5167122826, 9.19108968976
C-EV/22969;Via BERGAMO N. 10| isolato:112| accesso: accesso esterno| (z.d. 4);VENDITA - In sede fissa;Via BERGAMO;10;3189;GS;alimentare|non alimentare;supermercato  ;supermercato alimentare;settore alimentare/non aliment;1312;1200;4;9.20774422822;45.4568728489;45.4568728489, 9.20774422822
EV/114811;CORSO BUENOS AIRES N. 59 (z.d. 3);VENDITA - In sede fissa;CORSO BUENOS AIRES;59;703;;Non Alimentare;;;;1579;1203;;;;
C-EV/41486;Via OLTROCCHI BALDASSARE N. 11| isolato:079| accesso: accesso esterno| (z.d. 4);VENDITA - In sede fissa;Via OLTROCCHI BALDASSARE;11;3217;oviesse;alimentare|non alimentare;;grande magazzino senza alimen.;settore alimentare/non aliment;1523;1209;4;9.21917665069;45.4557646386;45.4557646386, 9.21917665069
C-EV/78314;Galleria CORSO (DEL) N. 4 (z.d. 1);VENDITA - In sede fissa;Galleria CORSO (DEL);4;305;;non alimentare;abbigliamento uomo donna bambino, accessori, tessile casa,profumeria,calzature casalinghi, oggettistica per la casa  prescrizioni:  vedasi avvertenze recate in determina dirigenziale n. 155/2010 con p.g. 640055/2010  ;;settore non alimentare;1597;1217;1;9.19509664366;45.4644993986;45.4644993986, 9.19509664366
EV/103905;VIA RAFAEL DELLE ANDE (SAN) n. 6/1 con ingresso da via de marchi emilio n. 10 (z.d. 2);VENDITA - In sede fissa;VIA RAFAEL DELLE ANDE (SAN);;703;;Non Alimentare;;;;1410;1219;;;;
C-EV/27996;Viale VIGLIANI PAOLO ONORATO num.059| isolato:169| accesso: accesso esterno| (z.d. 8);VENDITA - In sede fissa;Viale VIGLIANI PAOLO ONORATO;;6422;esselunga;;;supermercato alimentare;viii;1225;1225;;;;
C-EV/49583;Via ARONA num.015| accesso: accesso esterno| (z.d. 8);VENDITA - In sede fissa;Via ARONA;;7169;;non alimentare;;autoveicoli;xiv prod.meccanica strum e att;1227;1227;;;;
C-EV/59479;Via MEUCCI ANTONIO num.041| accesso: accesso esterno| (z.d. 2);VENDITA - In sede fissa;Via MEUCCI ANTONIO;;2497;cargo (high-tech srl);non alimentare;(con l'esclusione dei prodotti per i quali e' previsto per legge uno specificodiploma  attivita' prevalente:oggettistica e complementi d'arredo ;mobili;settore non alimentare;3600;1244;;;;
C-EV/40783;Via FORZE ARMATE (DELLE) N. 312| isolato:158| accesso: accesso esterno| (z.d. 7);VENDITA - In sede fissa;Via FORZE ARMATE (DELLE);312;6643;;alimentare|non alimentare;(con l'esclusione dei prodotti per i quali è previsto per legge uno specifico diploma)  attivita' prevalente: vendita settore alimentare ;supermercato alimentare e non alimentare;settore alimentare/non aliment;2875;1250;7;9.10146500589;45.4596420732;45.4596420732, 9.10146500589
C-EV/61189;VIA QUARANTA BERNARDO N. 42| isolato:109| accesso: accesso esterno| (z.d. 5);VENDITA - In sede fissa;VIA QUARANTA BERNARDO;42;703;conad;Alimentare|Non Alimentare;(con l'esclusione dei prodotti per i quali e' previsto uno specifico diploma) attivita' prevalente: supermercato ;supermercato alimentare;settore alimentare/non aliment;1972;1251;;;;
C-EV/57085;Via CHIESA ROSSA (DELLA) N. 43| isolato:042| accesso: area ap.rec.| (z.d. 5);VENDITA - In sede fissa;Via CHIESA ROSSA (DELLA);43;5321;lidl;alimentare|non alimentare;(con l'esclusione dei prodotti per i quali e' previsto uno specifico diploma) ;supermercato alimentare;settore alimentare/non aliment;1981;1270;5;9.17383330116;45.432329812;45.432329812, 9.17383330116
EV/116088;VIA MISSAGLIA (DEI) N. 46 (z.d. 5);VENDITA - In sede fissa;VIA MISSAGLIA (DEI);46;5340;;Alimentare|Non Alimentare;;;;1690;1274;;;;
C-EV/51132;Viale CASSALA N. 14| isolato:153| accesso: area ap.rec.| (z.d. 6);VENDITA - In sede fissa;Viale CASSALA;14;5275;lidl;Alimentare|Non Alimentare;(con l'esclusione dei prodotti per i quali e' previsto per legge uno specifico diploma)  ;discount alimentare;settore alimentare/non aliment;1892;1283;6;9.16044558184;45.4453112787;45.4453112787, 9.16044558184
EV/115901;VIA GIORDANI PIETRO N. 32 (z.d. 6);VENDITA - In sede fissa;VIA GIORDANI PIETRO;32;5377;;Non Alimentare;;;;1410;1284;6;9.12230850841;45.4442508037;45.4442508037, 9.12230850841
EV/104583;Via MONTE NAPOLEONE N. 6A (z.d. 1);VENDITA - In sede fissa;Via MONTE NAPOLEONE;6A;219;;Non Alimentare;;;;1640;1290;1;9.19595581233;45.4676969896;45.4676969896, 9.19595581233
C-EV/41611;Via DE MARCHI EMILIO N. 10| accesso: accesso esterno| (z.d. 2);VENDITA - In sede fissa;Via DE MARCHI EMILIO;10;1418;unes;Alimentare|Non Alimentare;(con l'esclusione dei prodotti per i quali e' previsto uno specifico diploma) ;supermercato alimentare;settore alimentare/non aliment;2007;1298;2;9.20915716296;45.5003338262;45.5003338262, 9.20915716296
C-EV/22938;Corso GARIBALDI GIUSEPPE num.072/1| isolato:173| accesso: accesso esterno| (z.d. 1);VENDITA - In sede fissa;Corso GARIBALDI GIUSEPPE;;1010;oviesse;alimentare|non alimentare;;abbigliamento;settore alimentare/non aliment;1328;1300;;;;
C-EV/23005;Viale MONZA N. 134| isolato:178| accesso: area ap.rec.| (z.d. 2);VENDITA - In sede fissa;Viale MONZA;134;2274;gs;alimentare|non alimentare;(con l'esclusione dei prodotti per i quali e' previsto per legge uno specifico diploma)  attivita' prevalente: alimentare /non alimentare ;supermercato alimentare;settore alimentare/non aliment;2240;1300;2;9.22193649971;45.502730588;45.502730588, 9.22193649971
EV/103462;Via PECETTA (DELLA) n. 31/33;VENDITA - In sede fissa;Via PECETTA (DELLA);;7251;;Alimentare|Non Alimentare|Tabella speciale Farmacie;;;;2061;1300;;;;
C-EV/23035;Via SODERINI LUIGI N. 48| isolato:070| accesso: accesso esterno| (z.d. 6);VENDITA - In sede fissa;Via SODERINI LUIGI;48;6675;carrefour;alimentare|non alimentare;(con l'esclusione dei prodotti per i quali e' previsto per legge uno specifico diploma)  attivita' prevalente: alimentare/ non alimentare ;supermercato alimentare;settore alimentare/non aliment;2110;1308;6;9.13542384937;45.4546875939;45.4546875939, 9.13542384937
EV/107987;Via CHIESE N. 60 (z.d. 9);VENDITA - In sede fissa;Via CHIESE;60;1627;;Non Alimentare;;;;2095;1309;9;9.2161256999;45.5219962455;45.5219962455, 9.2161256999
C-EV/28372;Via LORENTEGGIO N. 3| isolato:152| accesso: accesso esterno| (z.d. 6);VENDITA - In sede fissa;Via LORENTEGGIO;3;5132;il gigante;alimentare|non alimentare;con esclusione dei prodotti per i quali e' previsto per legge uno specifico diploma)  ;supermercato alimentare;settore alimentare/non aliment;1320;1320;6;9.1516943535;45.4546880542;45.4546880542, 9.1516943535
C-EV/72929;PIAZZA BABILA (SAN) N. 1|pza san babila 001| isolato:316| accesso: accesso esterno| (z.d. 1);VENDITA - In sede fissa;PIAZZA BABILA (SAN);1;216;;non alimentare;commercio abbigliamento e relativi accessori ;abbigliamento;settore non alimentare;1810;1329;1;9.19714084468;45.4663109053;45.4663109053, 9.19714084468
C-EV/10429;Via GATTAMELATA N. 41| isolato:328| accesso: accesso esterno| (z.d. 8);VENDITA - In sede fissa;Via GATTAMELATA;41;7156;;non alimentare;(con l'esclusione dei prodotti per i quali è previsto per legge uno specifico diploma)attivita' prevalente:commercio di autoveicoli ;autoveicoli;settore non alimentare;1330;1330;8;9.15033918482;45.484934912;45.484934912, 9.15033918482
C-EV/47770;Via MARIANI POMPEO N. 2| isolato:120| accesso: accesso esterno| (z.d. 2);VENDITA - In sede fissa;Via MARIANI POMPEO;2;2490;;non alimentare;(con l'esclusione dei prodotti per i quali e' previsto per legge uno specifico diploma)  ;prod. x igiene persona-casa;settore non alimentare;1350;1350;2;9.2306831103;45.5105249914;45.5105249914, 9.2306831103
C-EV/49779;Viale FORLANINI ENRICO num.063/75| (z.d. 4);VENDITA - In sede fissa;Viale FORLANINI ENRICO;;3318;;non alimentare;(con l'esclusione dei prodotti per i quali e' previsto per legge uno specifico diploma)  ;autoveicoli;settore non alimentare;1350;1350;;;;
EV/115429;VIA DANTE ALIGHIERI N. 16;VENDITA - In sede fissa;VIA DANTE ALIGHIERI;16;612;;Non Alimentare;;;;1679;1356;1;9.18326697097;45.4675962735;45.4675962735, 9.18326697097
EV/107879;VIA FRIEDRICH VON HAYEK N. 4 (z.d. 9);VENDITA - In sede fissa;VIA FRIEDRICH VON HAYEK;4;1768;;Non Alimentare;;;;1817;1370;9;9.21414504262;45.5216164181;45.5216164181, 9.21414504262
EV/111924;Viale CERTOSA N. 59 (z.d. 8);VENDITA - In sede fissa;Viale CERTOSA;59;7174;;Non Alimentare;;;;1583;1372;8;9.1487874019;45.4910742275;45.4910742275, 9.1487874019
C-EV/50814;Corso VITTORIO EMANUELE II N. 9|cso vittorio emanuele ii 009| isolato:361| accesso: accesso esterno| (z.d. 1);VENDITA - In sede fissa;Corso VITTORIO EMANUELE II;9;214;;Non Alimentare;(con l'esclusione dei prodotti per i quali è previsto per legge uno specifico diploma)  ;abbigliamento;settore non alimentare;2658;1382;1;9.19514078756;45.4654006701;45.4654006701, 9.19514078756
C-EV/16614;Via HOEPLI ULRICO N. 5|via hoepli ulrico 005| isolato:384| accesso: accesso esterno| (z.d. 1);VENDITA - In sede fissa;Via HOEPLI ULRICO;5;190;;non alimentare;;libreria;xiv sub 3;1890;1390;1;9.1924743083;45.4664913841;45.4664913841, 9.1924743083
EV/112894;Corso VENEZIA N. 14 (z.d. 1);VENDITA - In sede fissa;Corso VENEZIA;14;238;;Non Alimentare;;;;1505;1395;1;9.19918513811;45.468542541;45.468542541, 9.19918513811
C-EV/23044;Via FORZE ARMATE (DELLE) N. 199| isolato:181| accesso: accesso esterno| (z.d. 7);VENDITA - In sede fissa;Via FORZE ARMATE (DELLE);199;6643;esselunga;alimentare|non alimentare;(con l'esclusione dei prodotti per i quali e' previsto per legge uno specifico diploma)  attivita' prevalente supermercato ;supermercato alimentare;settore alimentare/non aliment;1908;1400;7;9.11173902492;45.4602582763;45.4602582763, 9.11173902492
C-EV/59127;Via GROSOTTO N. 7 ex area portello edificio 3| isolato:249| (z.d. 8);VENDITA - In sede fissa;Via GROSOTTO;7;7328;;alimentare|non alimentare;grande magazzino - articoli per giardinaggio, animali vivi e articoli per il loro allevamento, alimenti per animali domestici ;in sospensiva;settore alimentare/non aliment;1636;1400;8;9.14656440125;45.4908109428;45.4908109428, 9.14656440125
EV/114028;VIALE BEZZI ERGISTO N. 69 (z.d. 7);VENDITA - In sede fissa;VIALE BEZZI ERGISTO;69;6272;;Alimentare|Non Alimentare;;;;2184;1400;;;;
EV/113694;Via GIORDANI PIETRO N. 30 (z.d. 6);VENDITA - In sede fissa;Via GIORDANI PIETRO;30;5377;;Alimentare|Non Alimentare;;;;1980;1400;6;9.12188660774;45.4444469881;45.4444469881, 9.12188660774
EV/113694;Via GIORDANI PIETRO N. 30 (z.d. 6);VENDITA - In sede fissa;Via GIORDANI PIETRO;30;5377;;Alimentare|Non Alimentare;;;;1980;1400;6;9.12206387098;45.444614326;45.444614326, 9.12206387098
C-EV/49126;Piazza LIBERTY (DEL) N. 4|pza del liberty 004| isolato:361| accesso: accesso esterno| (z.d. 1);VENDITA - In sede fissa;Piazza LIBERTY (DEL);4;98;max mara;non alimentare;(con l'esclusione dei prodotti per i quali e' previsto per legge uno specifico diploma)  ;abbigliamento;settore non alimentare;2125;1415;1;9.19451937464;45.4654671534;45.4654671534, 9.19451937464
C-EV/62688;Via MAESTRI CAMPIONESI N. 7| isolato:072| accesso: accesso esterno| (z.d. 4);VENDITA - In sede fissa;Via MAESTRI CAMPIONESI;7;3197;gs supermercato;alimentare|non alimentare;(con l'esclusione dei prodotti per i quali e' previsto uno specifico diploma) attivita' prevalente: supermercato ;supermercato alimentare;settore alimentare/non aliment;2852;1416;4;9.2138764223;45.4573650258;45.4573650258, 9.2138764223
EV/110534;Corso VERCELLI N. 8 (z.d. 7);VENDITA - In sede fissa;Corso VERCELLI;8;6193;;Non Alimentare;;;;2293;1432;7;9.16356638525;45.4663810253;45.4663810253, 9.16356638525
C-EV/22998;Via ROSSI PELLEGRINO N. 33| isolato:182| accesso: accesso esterno| (z.d. 9);VENDITA - In sede fissa;Via ROSSI PELLEGRINO;33;1510;;Non Alimentare;;bricocenter;viii;1987;1433;9;9.176302915;45.5095076533;45.5095076533, 9.176302915
EV/105865;Via TORINO N. 29 (z.d. 1);VENDITA - In sede fissa;Via TORINO;29;543;;Non Alimentare;;;;2064;1435;1;9.18600355896;45.4617618562;45.4617618562, 9.18600355896
EV/105483;Piazza DUCA D'AOSTA interno stazione centrale (z.d. 2);VENDITA - In sede fissa;Piazza DUCA D'AOSTA;;1200;;Non Alimentare;;;;1435;1435;;;;
C-EV/25402;Viale TESTI FULVIO N. 22| isolato:156| accesso: accesso esterno| (z.d. 9);VENDITA - In sede fissa;Viale TESTI FULVIO;22;1441;opel gerli;non alimentare;(con l'esclusione dei prodotti per i quali e' previsto per legge uno specifico diploma)  ;autoveicoli;settore non alimentare;3440;1440;9;9.19984477154;45.504207332;45.504207332, 9.19984477154
EV/114475;GALLERIA CASTELLI FERRIERI ANNA 2n04 (z.d. 8);VENDITA - In sede fissa;GALLERIA CASTELLI FERRIERI ANNA;;6077;;Non Alimentare;;;;1698;1457;;;;
EV/102991;Via ADRIANO PUBLIO ELIO angolo via brambilla;VENDITA - In sede fissa;Via ADRIANO PUBLIO ELIO;;2410;;Alimentare|Non Alimentare;;;;1887;1458;;;;
EV/103422;VIA RISMONDO FRANCESCO N. 4 (z.d. 7);VENDITA - In sede fissa;VIA RISMONDO FRANCESCO;4;6756;;Non Alimentare;;;;1672;1458;7;9.09418042217;45.4611628371;45.4611628371, 9.09418042217
EV/115599;VIA OREFICI N. 11 (z.d. 1);VENDITA - In sede fissa;VIA OREFICI;11;547;;Non Alimentare;;;;1486;1473;1;9.18681189800946;45.4646080636514;45.4646080636514, 9.18681189800946
C-EV/50721;Corso LODI N. 38| isolato:200| accesso: accesso esterno| (z.d. 5);VENDITA - In sede fissa;Corso LODI;38;4068;chateau d ax;non alimentare;;mobili;settore non alimentare;2395;1480;5;9.20926749488;45.4475435209;45.4475435209, 9.20926749488
C-EV/23065;Via MONTE NAPOLEONE N. 5|via monte napoleone 005| isolato:315| accesso: accesso esterno| (z.d. 1);VENDITA - In sede fissa;Via MONTE NAPOLEONE;5;219;gucci;non alimentare;(con l'esclusione dei prodotti per i quali e' previsto per legge uno specifico diploma)  attivita' prevalente: abbigliamento - profumeria - accessori ;boutique;settore non alimentare;2429;1482;1;9.1956629661;45.4677775374;45.4677775374, 9.1956629661
C-EV/42061;Via PEZZOTTI GIOVANNI num.000| isolato:017| accesso: accesso esterno| (z.d. 5);VENDITA - In sede fissa;Via PEZZOTTI GIOVANNI;;5244;esselunga;alimentare|non alimentare;(con l'esclusione dei prodotti per i quali e' previsto per legge uno specifico diploma)  ;supermercato alimentare;settore alimentare/non aliment;1490;1490;;;;
C-EV/42711;Via RIPAMONTI GIUSEPPE N. 175| isolato:109| accesso: accesso esterno| (z.d. 5);VENDITA - In sede fissa;Via RIPAMONTI GIUSEPPE;175;4066;oviesse;alimentare|non alimentare;abbigliamento e accessori ;grande magazzino senza alimen.;settore alimentare/non aliment;2332;1490;5;9.20120295311;45.4349394942;45.4349394942, 9.20120295311
C-EV/43953;Via RADEGONDA (SANTA) N. 10 mq. 675 i piano mq. 815 ii pia|via santa radegonda 010| isolato:419| accesso: accesso esterno| (z.d. 1);VENDITA - In sede fissa;Via RADEGONDA (SANTA);10;208;la rinascente;non alimentare;|profumeria-bigiotteria-art.attrezzi e strumenti per la pratica dello sport- orologeria-articoli per la mamma e il bambino-valigeria e articoli da viaggio non in pelle ne in cuoio;grande magazzino senza alimen.;xiv sub 36|ix (cont.antec. d.m. 375/88)|xiv sub 3|xiv|xiv sub 38|xiv sub 34|xii sub 3|xii sub 1|xiv sub 25|x|xiv sub 1|xii sub 2;1490;1490;1;9.19200827719;45.465311215;45.465311215, 9.19200827719
C-EV/37220;Via QUARENGHI GIACOMO N. 23| isolato:300| accesso: accesso interno| (z.d. 8);VENDITA - In sede fissa;Via QUARENGHI GIACOMO;23;7478;upim;non alimentare;(con l'esclusione dei prodotti per i quali e' previsto uno specifico diploma) attivita' prevalente: grandi magazzini;grande magazzino senza alimen.;settore non alimentare;1836;1490;8;9.11479754273;45.495837865;45.495837865, 9.11479754273
EV/103415;Via GRASSI GIOVANNI BATTISTA N. 15 (z.d. 8);VENDITA - In sede fissa;Via GRASSI GIOVANNI BATTISTA;15;7465;;Non Alimentare;;;;1958;1490;8;9.12608167856;45.5132891898;45.5132891898, 9.12608167856
C-EV/61887;Via GUINTELLINO GUGLIELMO N. 26 (z.d. 6);VENDITA - In sede fissa;Via GUINTELLINO GUGLIELMO;26;5369;;alimentare|non alimentare;(con l'esclusione dei prodotti per i quali e' previsto uno specifico diploma) attivita' prevalente: supermercato;;settore alimentare/non aliment;1491;1491;6;9.14424691721;45.442465445;45.442465445, 9.14424691721
C-EV/26835;Via GALLARATE N. 199| isolato:202| accesso: accesso esterno| (z.d. 8);VENDITA - In sede fissa;Via GALLARATE;199;7420;peugeot;non alimentare;(con l'esclusione dei prodotti per i quali e' previsto per legge uno specificodiploma)  attivita' prevalente: commercio di autoveicoli, pezzi di ricambio e accessori ;autoveicoli;settore non alimentare;1495;1495;8;9.12603825474;45.4991713305;45.4991713305, 9.12603825474
C-EV/73096;Corso MATTEOTTI GIACOMO N. 12|cso matteotti giacomo 012| isolato:316| accesso: accesso esterno| (z.d. 1);VENDITA - In sede fissa;Corso MATTEOTTI GIACOMO;12;218;aber crombie e fich;non alimentare;prodotti di abbigliamento accessori calzature ;abbigliamento;settore non alimentare;2186;1496;1;9.19567610312725;45.4668165764428;45.4668165764428, 9.19567610312725
C-EV/75513;Corso EUROPA N. 22 (z.d. 1);VENDITA - In sede fissa;Corso EUROPA;22;300;;non alimentare;abbigliamento, calzature, oggettistica, cartoleria ;;settore non alimentare;2260;1496;1;9.1977348686;45.465391253;45.465391253, 9.1977348686
EV/112461;Corso LODI N. 39 (z.d. 4);VENDITA - In sede fissa;Corso LODI;39;4068;;Non Alimentare;;;;1670;1496;4;9.20957541403;45.4479374141;45.4479374141, 9.20957541403
EV/114810;CORSO BUENOS AIRES N. 59 (z.d. 3);VENDITA - In sede fissa;CORSO BUENOS AIRES;59;703;;Non Alimentare;;;;1858;1498;;;;
C-EV/50331;Via ANTONINI GIACOMO N. 26| isolato:099| (z.d. 5);VENDITA - In sede fissa;Via ANTONINI GIACOMO;26;4250;;non alimentare;;articoli sportivi;xiv prodotti per la persona|xiv prod. sport e tempo libero;1499;1499;5;9.1915056605;45.4368270065;45.4368270065, 9.1915056605
C-EV/66165;Via ROGOREDO num.000| ();VENDITA - In sede fissa;Via ROGOREDO;;4373;;alimentare;;;vii|v;1499;1499;;;;
C-EV/66168;Via ROGOREDO num.000| ();VENDITA - In sede fissa;Via ROGOREDO;;4373;;non alimentare;;;xiv prodotti vari;1499;1499;;;;
C-EV/66176;Via ROGOREDO num.000| ();VENDITA - In sede fissa;Via ROGOREDO;;4373;;non alimentare;;;xiv prod. sport e tempo libero;1499;1499;;;;
C-EV/66177;Via ROGOREDO num.000| ();VENDITA - In sede fissa;Via ROGOREDO;;4373;;non alimentare;;;xiv prodotti per la casa;1499;1499;;;;
C-EV/66179;Via ROGOREDO num.000| ();VENDITA - In sede fissa;Via ROGOREDO;;4373;;non alimentare;;;xiv prodotti per la persona;1499;1499;;;;
C-EV/77836;VIA ANTONINI GIACOMO N. 32 (z.d. 5);VENDITA - In sede fissa;VIA ANTONINI GIACOMO;32;703;;alimentare|non alimentare;si prescrive che tutte le operazioni di carico e scarico delle merci debbano avvenire con mezzi adeguati, sia rispetto alle dimensioni della careggiata che al raggio di curva per accedervi dall'intersezione con la via verro, rispettando i titoli abilitativi edilizi in corso (tavola p.g. 201324/2010)|;;settore alimentare|settore non alimentare;2273;1499;;;;
C-EV/55046;VIA BENADIR N. 5| isolato:288| (z.d. 2);VENDITA - In sede fissa;VIA BENADIR;5;2380;;non alimentare;elettrodomestici, radio-tv, dischi, strumenti musicali ;grande magazz.;settore non alimentare;2200;1500;2;9.23772680994;45.4983989122;45.4983989122, 9.23772680994
C-EV/56034;Via BENADIR N. 5| isolato:288| accesso: accesso esterno| (z.d. 2);VENDITA - In sede fissa;Via BENADIR;5;2380;;non alimentare;calzature, articoli in cuoio, pelletteria ;calzature;settore non alimentare;1600;1500;2;9.23772680994;45.4983989122;45.4983989122, 9.23772680994
C-EV/20332;Via ZANELLA GIACOMO N. 61| isolato:246| accesso: accesso esterno| (z.d. 4);VENDITA - In sede fissa;Via ZANELLA GIACOMO;61;3257;;non alimentare;;in attesa di revoca;xiv sub 10;1955;1500;4;9.23171811012;45.4643048003;45.4643048003, 9.23171811012
C-EV/20699;Via ACHILLINI CLAUDIO N. 2| isolato:064| accesso: accesso esterno| (z.d. 9);VENDITA - In sede fissa;Via ACHILLINI CLAUDIO;2;1605;;non alimentare;;macchine utensili art.per ind.macchine utensili e articoli per l'industria;xiii (cont.antec. d.m. 375/88);1500;1500;9;9.19156866499;45.5197143759;45.5197143759, 9.19156866499
